"opportunity_id","sales_agent","product","account","deal_stage","engage_date","close_date","close_value","engage_status","close_status","quarter","sector","year_established","revenue","employees","office_location","subsidiary_of","series","sales_price","manager","regional_office"
"DDXFIBEY","Anna Snelling","GTX Plus Pro","Treequote","Lost","2017-09-24","2017-11-23","0","Engaged","Closed","Q4","telecommunications",1988,"5266.09",8595,"United States","Sonron","GTX","5482","Dustin Brinkmann","Central"
"ABMOVF1A","Anna Snelling","MG Special","Toughzap","Won","2017-09-21","2017-09-30","66","Engaged","Closed","Q3","retail",1995,"332.43",799,"United States",NULL,"MG","55","Dustin Brinkmann","Central"
"75HKH8PS","Anna Snelling","GTX Plus Basic","Funholding","Lost","2017-09-19","2017-09-30","0","Engaged","Closed","Q3","finance",1991,"2819.5",7227,"United States","Golddex","GTX","1096","Dustin Brinkmann","Central"
"55YURJ2E","Anna Snelling","MG Special","Streethex","Won","2017-09-16","2017-12-30","58","Engaged","Closed","Q4","retail",1988,"1376.8",1165,"Belgium",NULL,"MG","55","Dustin Brinkmann","Central"
"QDYFLOZW","Anna Snelling","MG Special","Statholdings","Won","2017-09-16","2017-09-23","55","Engaged","Closed","Q3","employment",1997,"291.27",586,"United States",NULL,"MG","55","Dustin Brinkmann","Central"
"ZIEI8JM3","Anna Snelling","MG Special","Ron-Tech","Won","2017-09-16","2017-12-07","65","Engaged","Closed","Q4","medical",1992,"3922.42",6837,"United States",NULL,"MG","55","Dustin Brinkmann","Central"
"0U0GUDIX","Anna Snelling","GTX Plus Pro","Stanredtax","Won","2017-09-14","2017-09-18","5421","Engaged","Closed","Q3","finance",1987,"1698.2",3798,"United States",NULL,"GTX","5482","Dustin Brinkmann","Central"
"07DPEL0B","Anna Snelling","GTX Basic","Cancity","Won","2017-09-13","2017-11-25","629","Engaged","Closed","Q4","retail",2001,"718.62",2448,"United States",NULL,"GTX","550","Dustin Brinkmann","Central"
"5Q2BX622","Anna Snelling","MG Advanced","Inity","Prospecting",NULL,NULL,NULL,"Not Engaged","Open",NULL,"marketing",1986,"2403.58",8801,"United States",NULL,"MG","3393","Dustin Brinkmann","Central"
"BG0BLC6S","Anna Snelling","MG Advanced","Fasehatice","Prospecting",NULL,NULL,NULL,"Not Engaged","Open",NULL,"retail",1990,"4968.91",7523,"United States",NULL,"MG","3393","Dustin Brinkmann","Central"
"OEG8QG42","Anna Snelling","MG Advanced","Bioplex","Prospecting",NULL,NULL,NULL,"Not Engaged","Open",NULL,"medical",1991,"326.82",1016,"United States",NULL,"MG","3393","Dustin Brinkmann","Central"
"WTD6O2OR","Anna Snelling","MG Advanced","Betasoloin","Prospecting",NULL,NULL,NULL,"Not Engaged","Open",NULL,"medical",1999,"251.41",495,"United States",NULL,"MG","3393","Dustin Brinkmann","Central"
"DW5BQ220","Anna Snelling","MG Special","Zoomit","Prospecting",NULL,NULL,NULL,"Not Engaged","Open",NULL,"entertainment",1992,"324.19",978,"United States",NULL,"MG","55","Dustin Brinkmann","Central"
"F4W7Z1UU","Anna Snelling","MG Special","Vehement Capital Partners","Prospecting",NULL,NULL,NULL,"Not Engaged","Open",NULL,"finance",1993,"646.1",883,"United States","Golddex","MG","55","Dustin Brinkmann","Central"
"UDAUS3DF","Anna Snelling","MG Special","Sonron","Prospecting",NULL,NULL,NULL,"Not Engaged","Open",NULL,"telecommunications",1999,"1699.85",5108,"United States",NULL,"MG","55","Dustin Brinkmann","Central"
"4H8GZ075","Anna Snelling","MG Special","Scotfind","Prospecting",NULL,NULL,NULL,"Not Engaged","Open",NULL,"software",1996,"6354.87",16780,"United States","Bubba Gump","MG","55","Dustin Brinkmann","Central"
"47P0HBNM","Anna Snelling","MG Special","Plussunin","Prospecting",NULL,NULL,NULL,"Not Engaged","Open",NULL,"retail",2003,"1419.98",4018,"United States",NULL,"MG","55","Dustin Brinkmann","Central"
"Z89NKUC7","Anna Snelling","MG Special","Plussunin","Prospecting",NULL,NULL,NULL,"Not Engaged","Open",NULL,"retail",2003,"1419.98",4018,"United States",NULL,"MG","55","Dustin Brinkmann","Central"
"10ALJD82","Anna Snelling","MG Special","Nam-Zim","Prospecting",NULL,NULL,NULL,"Not Engaged","Open",NULL,"services",1987,"405.59",1179,"Brazil","Warephase","MG","55","Dustin Brinkmann","Central"
"GI94RTL5","Anna Snelling","MG Special","Labdrill","Prospecting",NULL,NULL,NULL,"Not Engaged","Open",NULL,"medical",1985,"2741.37",9226,"United States",NULL,"MG","55","Dustin Brinkmann","Central"
"JHNDPI2N","Anna Snelling","MG Special","J-Texon","Prospecting",NULL,NULL,NULL,"Not Engaged","Open",NULL,"retail",1989,"1388.67",3583,"United States",NULL,"MG","55","Dustin Brinkmann","Central"
"E6DGJSDW","Anna Snelling","MG Special","Green-Plus","Prospecting",NULL,NULL,NULL,"Not Engaged","Open",NULL,"services",2003,"692.19",1922,"United States",NULL,"MG","55","Dustin Brinkmann","Central"
"UMD1BA4S","Anna Snelling","MG Special","Ganjaflex","Prospecting",NULL,NULL,NULL,"Not Engaged","Open",NULL,"retail",1995,"5158.71",17479,"Japan",NULL,"MG","55","Dustin Brinkmann","Central"
"I93XL6Q9","Anna Snelling","MG Special","Finhigh","Prospecting",NULL,NULL,NULL,"Not Engaged","Open",NULL,"finance",2006,"1102.43",1759,"United States",NULL,"MG","55","Dustin Brinkmann","Central"
"ZQRBJVZF","Anna Snelling","MG Special","Dontechi","Prospecting",NULL,NULL,NULL,"Not Engaged","Open",NULL,"software",1982,"4618",10083,"United States",NULL,"MG","55","Dustin Brinkmann","Central"
"5C59O9GU","Anna Snelling","MG Special","Conecom","Prospecting",NULL,NULL,NULL,"Not Engaged","Open",NULL,"technology",2005,"1520.66",1806,"United States",NULL,"MG","55","Dustin Brinkmann","Central"
"9P9ISECL","Anna Snelling","GTX Plus Pro","Sumace","Prospecting",NULL,NULL,NULL,"Not Engaged","Open",NULL,"retail",2000,"167.89",493,"Romania",NULL,"GTX","5482","Dustin Brinkmann","Central"
"9PDR4X2R","Anna Snelling","GTX Plus Pro","Hatfan","Prospecting",NULL,NULL,NULL,"Not Engaged","Open",NULL,"services",1982,"792.46",1299,"United States",NULL,"GTX","5482","Dustin Brinkmann","Central"
"YL29KX3L","Anna Snelling","GTX Plus Basic","Zumgoity","Prospecting",NULL,NULL,NULL,"Not Engaged","Open",NULL,"medical",1984,"441.08",1210,"United States",NULL,"GTX","1096","Dustin Brinkmann","Central"
"Q9UWOC28","Anna Snelling","GTX Plus Basic","Plusstrip","Prospecting",NULL,NULL,NULL,"Not Engaged","Open",NULL,"entertainment",2002,"349.81",315,"United States",NULL,"GTX","1096","Dustin Brinkmann","Central"
"6CWZFOHJ","Anna Snelling","GTX Basic","Green-Plus","Prospecting",NULL,NULL,NULL,"Not Engaged","Open",NULL,"services",2003,"692.19",1922,"United States",NULL,"GTX","550","Dustin Brinkmann","Central"
"Y25T06D2","Anna Snelling","GTX Plus Basic","Dambase","Won","2017-09-12","2017-12-26","866","Engaged","Closed","Q4","marketing",1995,"2173.98",2928,"United States","Inity","GTX","1096","Dustin Brinkmann","Central"
"MX0QEMEB","Anna Snelling","MG Advanced","Statholdings","Lost","2017-09-12","2017-11-27","0","Engaged","Closed","Q4","employment",1997,"291.27",586,"United States",NULL,"MG","3393","Dustin Brinkmann","Central"
"4Z7LYTKN","Anna Snelling","GTX Plus Pro","Treequote","Lost","2017-09-12","2017-12-06","0","Engaged","Closed","Q4","telecommunications",1988,"5266.09",8595,"United States","Sonron","GTX","5482","Dustin Brinkmann","Central"
"7EYDG0CV","Anna Snelling","MG Special","Statholdings","Won","2017-12-06","2017-12-14","56","Engaged","Closed","Q4","employment",1997,"291.27",586,"United States",NULL,"MG","55","Dustin Brinkmann","Central"
"D9CS7EIY","Anna Snelling","GTX Plus Basic","Ron-Tech","Won","2017-09-07","2017-12-12","1249","Engaged","Closed","Q4","medical",1992,"3922.42",6837,"United States",NULL,"GTX","1096","Dustin Brinkmann","Central"
"RKI7OEP9","Anna Snelling","MG Special","Statholdings","Lost","2017-09-07","2017-11-18","0","Engaged","Closed","Q4","employment",1997,"291.27",586,"United States",NULL,"MG","55","Dustin Brinkmann","Central"
"92IDH7MB","Anna Snelling","MG Special","Scottech","Won","2017-09-04","2017-11-21","58","Engaged","Closed","Q4","marketing",2012,"45.39",100,"United States","Inity","MG","55","Dustin Brinkmann","Central"
"YFTW9Z69","Anna Snelling","MG Advanced","Stanredtax","Lost","2017-09-04","2017-11-12","0","Engaged","Closed","Q4","finance",1987,"1698.2",3798,"United States",NULL,"MG","3393","Dustin Brinkmann","Central"
"A30VAQHM","Anna Snelling","MG Special","Inity","Won","2017-09-03","2017-11-21","58","Engaged","Closed","Q4","marketing",1986,"2403.58",8801,"United States",NULL,"MG","55","Dustin Brinkmann","Central"
"YB6UP71G","Anna Snelling","MG Special","Bioholding","Won","2017-09-03","2017-09-06","64","Engaged","Closed","Q3","medical",2012,"587.34",1356,"Philipines",NULL,"MG","55","Dustin Brinkmann","Central"
"I819UEG6","Anna Snelling","MG Special","Gogozoom","Lost","2017-09-02","2017-11-04","0","Engaged","Closed","Q4","telecommunications",2007,"86.68",187,"United States","Sonron","MG","55","Dustin Brinkmann","Central"
"XZUEXEUH","Anna Snelling","GTX Basic","Betatech","Won","2017-11-05","2017-11-09","480","Engaged","Closed","Q4","medical",1986,"647.18",1185,"Kenya",NULL,"GTX","550","Dustin Brinkmann","Central"
"AAFPTXEB","Anna Snelling","MG Special","Treequote","Won","2017-09-01","2017-11-08","58","Engaged","Closed","Q4","telecommunications",1988,"5266.09",8595,"United States","Sonron","MG","55","Dustin Brinkmann","Central"
"CAF97SA2","Anna Snelling","GTX Plus Basic","Streethex","Won","2017-09-01","2017-11-13","1060","Engaged","Closed","Q4","retail",1988,"1376.8",1165,"Belgium",NULL,"GTX","1096","Dustin Brinkmann","Central"
"05HLE3JL","Anna Snelling","GTX Basic","Stanredtax","Won","2017-09-01","2017-12-03","514","Engaged","Closed","Q4","finance",1987,"1698.2",3798,"United States",NULL,"GTX","550","Dustin Brinkmann","Central"
"KAPPUUYY","Anna Snelling","GTX Basic","Zumgoity","Won","2017-08-31","2017-11-24","594","Engaged","Closed","Q4","medical",1984,"441.08",1210,"United States",NULL,"GTX","550","Dustin Brinkmann","Central"
"PE3P7M7S","Anna Snelling","MG Special","Statholdings","Won","2017-08-30","2017-09-08","55","Engaged","Closed","Q3","employment",1997,"291.27",586,"United States",NULL,"MG","55","Dustin Brinkmann","Central"
"O3Q5B86F","Anna Snelling","GTX Plus Basic","Warephase","Won","2017-08-30","2017-12-26","1118","Engaged","Closed","Q4","services",1997,"2041.73",5276,"United States",NULL,"GTX","1096","Dustin Brinkmann","Central"
"WIHGFD8B","Anna Snelling","MG Special","Funholding","Lost","2017-08-30","2017-11-19","0","Engaged","Closed","Q4","finance",1991,"2819.5",7227,"United States","Golddex","MG","55","Dustin Brinkmann","Central"
"233HYDSP","Anna Snelling","MG Special","Gogozoom","Won","2017-08-29","2017-12-03","44","Engaged","Closed","Q4","telecommunications",2007,"86.68",187,"United States","Sonron","MG","55","Dustin Brinkmann","Central"
"DZHIAZ5H","Anna Snelling","GTX Plus Basic","Streethex","Lost","2017-08-29","2017-09-05","0","Engaged","Closed","Q3","retail",1988,"1376.8",1165,"Belgium",NULL,"GTX","1096","Dustin Brinkmann","Central"
"6GDZDVTV","Anna Snelling","MG Special","Dontechi","Won","2017-08-27","2017-09-13","59","Engaged","Closed","Q3","software",1982,"4618",10083,"United States",NULL,"MG","55","Dustin Brinkmann","Central"
"P3HO0L6P","Anna Snelling","MG Special","Condax","Won","2017-08-27","2017-11-14","53","Engaged","Closed","Q4","medical",2017,"4.54",9,"United States",NULL,"MG","55","Dustin Brinkmann","Central"
"JESVHYTG","Anna Snelling","GTX Basic","Cancity","Won","2017-08-27","2017-09-05","597","Engaged","Closed","Q3","retail",2001,"718.62",2448,"United States",NULL,"GTX","550","Dustin Brinkmann","Central"
"64CTQ6C5","Anna Snelling","GTX Plus Pro","Bioholding","Won","2017-08-26","2017-11-02","6659","Engaged","Closed","Q4","medical",2012,"587.34",1356,"Philipines",NULL,"GTX","5482","Dustin Brinkmann","Central"
"X7DYUDEB","Anna Snelling","MG Special","Condax","Won","2017-08-23","2017-11-14","58","Engaged","Closed","Q4","medical",2017,"4.54",9,"United States",NULL,"MG","55","Dustin Brinkmann","Central"
"23K5J6JP","Anna Snelling","MG Advanced","Funholding","Lost","2017-08-23","2017-11-08","0","Engaged","Closed","Q4","finance",1991,"2819.5",7227,"United States","Golddex","MG","3393","Dustin Brinkmann","Central"
"SQE6KE7V","Anna Snelling","MG Special","Dambase","Won","2017-10-17","2017-10-23","55","Engaged","Closed","Q4","marketing",1995,"2173.98",2928,"United States","Inity","MG","55","Dustin Brinkmann","Central"
"X2GXIKND","Anna Snelling","GTX Plus Pro","Hottechi","Won","2017-08-17","2017-11-22","5468","Engaged","Closed","Q4","technology",1997,"8170.38",16499,"Korea",NULL,"GTX","5482","Dustin Brinkmann","Central"
"MTBQF6FE","Anna Snelling","MG Special","Globex Corporation","Won","2017-08-15","2017-11-05","57","Engaged","Closed","Q4","technology",2000,"1223.72",2497,"Norway",NULL,"MG","55","Dustin Brinkmann","Central"
"B5GG52AB","Anna Snelling","GTX Plus Pro","Inity","Lost","2017-08-15","2017-11-15","0","Engaged","Closed","Q4","marketing",1986,"2403.58",8801,"United States",NULL,"GTX","5482","Dustin Brinkmann","Central"
"3HTSMIGI","Anna Snelling","GTX Plus Basic","Betatech","Lost","2017-08-15","2017-09-27","0","Engaged","Closed","Q3","medical",1986,"647.18",1185,"Kenya",NULL,"GTX","1096","Dustin Brinkmann","Central"
"HQ2QSZUP","Anna Snelling","MG Special","Streethex","Won","2017-08-13","2017-11-02","50","Engaged","Closed","Q4","retail",1988,"1376.8",1165,"Belgium",NULL,"MG","55","Dustin Brinkmann","Central"
"FBVCN3BA","Anna Snelling","MG Special","Streethex","Won","2017-08-11","2017-11-07","65","Engaged","Closed","Q4","retail",1988,"1376.8",1165,"Belgium",NULL,"MG","55","Dustin Brinkmann","Central"
"ZHXBOIJ6","Anna Snelling","MG Special","Dontechi","Won","2017-08-11","2017-08-18","46","Engaged","Closed","Q3","software",1982,"4618",10083,"United States",NULL,"MG","55","Dustin Brinkmann","Central"
"DSC7UB3W","Anna Snelling","MG Special","Globex Corporation","Lost","2017-08-11","2017-08-23","0","Engaged","Closed","Q3","technology",2000,"1223.72",2497,"Norway",NULL,"MG","55","Dustin Brinkmann","Central"
"L4QYOBFW","Anna Snelling","MG Special","Globex Corporation","Lost","2017-08-11","2017-11-06","0","Engaged","Closed","Q4","technology",2000,"1223.72",2497,"Norway",NULL,"MG","55","Dustin Brinkmann","Central"
"XNOQAL9G","Anna Snelling","MG Special","Betatech","Lost","2017-08-06","2017-11-29","0","Engaged","Closed","Q4","medical",1986,"647.18",1185,"Kenya",NULL,"MG","55","Dustin Brinkmann","Central"
"WA58C7SV","Anna Snelling","MG Advanced","Cancity","Lost","2017-08-05","2017-11-26","0","Engaged","Closed","Q4","retail",2001,"718.62",2448,"United States",NULL,"MG","3393","Dustin Brinkmann","Central"
"RRQIGS7E","Anna Snelling","MG Special","Dambase","Won","2017-08-08","2017-08-18","53","Engaged","Closed","Q3","marketing",1995,"2173.98",2928,"United States","Inity","MG","55","Dustin Brinkmann","Central"
"L6WEVHEN","Anna Snelling","MG Special","Gogozoom","Won","2017-10-04","2017-12-16","59","Engaged","Closed","Q4","telecommunications",2007,"86.68",187,"United States","Sonron","MG","55","Dustin Brinkmann","Central"
"NMF60XWK","Anna Snelling","MG Special","Cancity","Lost","2017-10-04","2017-10-13","0","Engaged","Closed","Q4","retail",2001,"718.62",2448,"United States",NULL,"MG","55","Dustin Brinkmann","Central"
"WCCEBK6E","Anna Snelling","GTX Plus Pro","Isdom","Won","2017-07-29","2017-08-05","4603","Engaged","Closed","Q3","medical",2002,"3178.24",4540,"United States",NULL,"GTX","5482","Dustin Brinkmann","Central"
"59SUBXGP","Anna Snelling","MG Special","Streethex","Won","2017-07-26","2017-12-02","53","Engaged","Closed","Q4","retail",1988,"1376.8",1165,"Belgium",NULL,"MG","55","Dustin Brinkmann","Central"
"UVCHXUIG","Anna Snelling","MG Special","Konmatfix","Engaging","2017-07-26",NULL,NULL,"Engaged","Open",NULL,"marketing",1985,"375.43",1190,"United States",NULL,"MG","55","Dustin Brinkmann","Central"
"ZNEQXZZK","Anna Snelling","MG Advanced","Donquadtech","Engaging","2017-07-25",NULL,NULL,"Engaged","Open",NULL,"technology",1992,"1712.68",3194,"United States","Acme Corporation","MG","3393","Dustin Brinkmann","Central"
"4DLY9ZDH","Anna Snelling","MG Advanced","Dalttechnology","Engaging","2017-07-25",NULL,NULL,"Engaged","Open",NULL,"software",2013,"98.79",96,"United States","Bubba Gump","MG","3393","Dustin Brinkmann","Central"
"P91SQBST","Anna Snelling","MG Special","Dalttechnology","Engaging","2017-07-25",NULL,NULL,"Engaged","Open",NULL,"software",2013,"98.79",96,"United States","Bubba Gump","MG","55","Dustin Brinkmann","Central"
"JWUWBI4D","Anna Snelling","GTX Plus Pro","Funholding","Lost","2017-07-24","2017-09-03","0","Engaged","Closed","Q3","finance",1991,"2819.5",7227,"United States","Golddex","GTX","5482","Dustin Brinkmann","Central"
"7FZ9CBZ3","Anna Snelling","GTX Plus Pro","Scotfind","Engaging","2017-07-24",NULL,NULL,"Engaged","Open",NULL,"software",1996,"6354.87",16780,"United States","Bubba Gump","GTX","5482","Dustin Brinkmann","Central"
"JNDSA5B4","Anna Snelling","GTX Basic","Treequote","Lost","2017-07-21","2017-11-06","0","Engaged","Closed","Q4","telecommunications",1988,"5266.09",8595,"United States","Sonron","GTX","550","Dustin Brinkmann","Central"
"0KRVN3V5","Anna Snelling","MG Advanced","Hatfan","Engaging","2017-07-21",NULL,NULL,"Engaged","Open",NULL,"services",1982,"792.46",1299,"United States",NULL,"MG","3393","Dustin Brinkmann","Central"
"DNBR1VHP","Anna Snelling","MG Special","Silis","Engaging","2017-07-20",NULL,NULL,"Engaged","Open",NULL,"medical",1994,"2818.38",6290,"United States",NULL,"MG","55","Dustin Brinkmann","Central"
"1FEHFRKX","Anna Snelling","GTX Plus Pro","Labdrill","Engaging","2017-07-20",NULL,NULL,"Engaged","Open",NULL,"medical",1985,"2741.37",9226,"United States",NULL,"GTX","5482","Dustin Brinkmann","Central"
"LD4F6QTP","Anna Snelling","GTX Plus Pro","Groovestreet","Engaging","2017-07-20",NULL,NULL,"Engaged","Open",NULL,"retail",2003,"223.8",299,"United States",NULL,"GTX","5482","Dustin Brinkmann","Central"
"BP45IP77","Anna Snelling","MG Special","Betatech","Won","2017-07-19","2017-07-25","53","Engaged","Closed","Q3","medical",1986,"647.18",1185,"Kenya",NULL,"MG","55","Dustin Brinkmann","Central"
"G11DEJSL","Anna Snelling","MG Special","Dontechi","Lost","2017-07-19","2017-07-30","0","Engaged","Closed","Q3","software",1982,"4618",10083,"United States",NULL,"MG","55","Dustin Brinkmann","Central"
"Q9VC6GV0","Anna Snelling","MG Special","Konmatfix","Engaging","2017-07-19",NULL,NULL,"Engaged","Open",NULL,"marketing",1985,"375.43",1190,"United States",NULL,"MG","55","Dustin Brinkmann","Central"
"055Z2OAS","Anna Snelling","MG Special","Dontechi","Engaging","2017-07-19",NULL,NULL,"Engaged","Open",NULL,"software",1982,"4618",10083,"United States",NULL,"MG","55","Dustin Brinkmann","Central"
"WHZEK68G","Anna Snelling","MG Special","Streethex","Lost","2017-07-17","2017-07-22","0","Engaged","Closed","Q3","retail",1988,"1376.8",1165,"Belgium",NULL,"MG","55","Dustin Brinkmann","Central"
"S46ZLF3G","Anna Snelling","GTX Basic","Betatech","Lost","2017-07-17","2017-07-26","0","Engaged","Closed","Q3","medical",1986,"647.18",1185,"Kenya",NULL,"GTX","550","Dustin Brinkmann","Central"
"OQYDQCTM","Anna Snelling","MG Special","Rangreen","Won","2017-07-16","2017-07-25","59","Engaged","Closed","Q3","technology",1987,"2938.67",8775,"Panama",NULL,"MG","55","Dustin Brinkmann","Central"
"WB1CQNJU","Anna Snelling","MG Advanced","Funholding","Lost","2017-07-16","2017-07-17","0","Engaged","Closed","Q3","finance",1991,"2819.5",7227,"United States","Golddex","MG","3393","Dustin Brinkmann","Central"
"P3QQIMTA","Anna Snelling","GTX Basic","Rundofase","Lost","2017-07-16","2017-07-24","0","Engaged","Closed","Q3","technology",1983,"1008.06",1238,"United States",NULL,"GTX","550","Dustin Brinkmann","Central"
"185PGG0J","Anna Snelling","MG Special","Treequote","Won","2017-07-14","2017-07-17","44","Engaged","Closed","Q3","telecommunications",1988,"5266.09",8595,"United States","Sonron","MG","55","Dustin Brinkmann","Central"
"G5GPTVMU","Anna Snelling","GTX Plus Basic","Bioholding","Lost","2017-07-12","2017-08-31","0","Engaged","Closed","Q3","medical",2012,"587.34",1356,"Philipines",NULL,"GTX","1096","Dustin Brinkmann","Central"
"VYJ20GOM","Anna Snelling","MG Special","Cancity","Won","2017-09-11","2017-11-17","44","Engaged","Closed","Q4","retail",2001,"718.62",2448,"United States",NULL,"MG","55","Dustin Brinkmann","Central"
"R3NAMX4P","Anna Snelling","GTX Plus Pro","Toughzap","Lost","2017-09-11","2017-11-14","0","Engaged","Closed","Q4","retail",1995,"332.43",799,"United States",NULL,"GTX","5482","Dustin Brinkmann","Central"
